"","Rank","p.value","p.adj","avg.logfc","avg.logfc.dir","direction","significance"
"GO_REGULATION_OF_ORGANELLE_ORGANIZATION",25,1.37582855638372e-53,3.35922300326648e-51,1,1,"Up",48.1791503246383
"GO_MITOCHONDRION",26,4.31116061224477e-53,1.01212786065931e-50,1,1,"Up",47.7219296623754
"GO_PROTEIN_COMPLEX_SUBUNIT_ORGANIZATION",27,2.2527971488571e-52,5.09299029504583e-50,1,1,"Up",47.0520942029276
"GO_SINGLE_ORGANISM_CELLULAR_LOCALIZATION",28,3.27494365609532e-52,7.13937717028779e-50,1,1,"Up",46.9120753521681
"GO_MACROMOLECULAR_COMPLEX_ASSEMBLY",29,8.02212427401353e-51,1.68851884719236e-48,1,1,"Up",45.6006867909831
"GO_MICROTUBULE_CYTOSKELETON",30,3.01653725662648e-50,6.13764780481602e-48,1,1,"Up",45.0656717081984
"GO_REGULATION_OF_CELL_CYCLE",31,6.41444254935275e-48,1.26302442971772e-45,1,1,"Up",42.8574329060478
"GO_GOLGI_APPARATUS",32,1.94534597694319e-47,3.71074745101913e-45,1,1,"Up",42.410661479096
"GO_RIBONUCLEOPROTEIN_COMPLEX",33,2.78636859300897e-47,5.15393754294751e-45,1,1,"Up",42.274470064453
"GO_NUCLEOLUS",34,3.10862679454335e-45,5.5808993982037e-43,1,1,"Up",40.3323993177393
"GO_POSITIVE_REGULATION_OF_MOLECULAR_FUNCTION",35,4.96462658839277e-45,8.658308770157e-43,1,1,"Up",40.1503412552682
"GO_REGULATION_OF_CATABOLIC_PROCESS",36,3.12854920348203e-44,5.30462898279287e-42,1,1,"Up",39.3989075693002
"GO_MRNA_METABOLIC_PROCESS",37,5.7207560658528e-44,9.43770135836905e-42,1,1,"Up",39.1600713195212
"GO_CELLULAR_RESPONSE_TO_DNA_DAMAGE_STIMULUS",38,9.96418776031801e-44,1.60056321286792e-41,1,1,"Up",38.9410938780797
"GO_MEMBRANE_ORGANIZATION",39,1.04244951337878e-43,1.63156713581131e-41,1,1,"Up",38.9331405503633
"GO_DNA_METABOLIC_PROCESS",40,2.12026604836212e-43,3.15661072175668e-41,1,1,"Up",38.6595544571075
"GO_TRANSFERASE_ACTIVITY_TRANSFERRING_PHOSPHORUS_CONTAINING_GROUPS",41,2.07626938925448e-43,3.15661072175668e-41,1,1,"Up",38.6595544571075
"GO_MACROMOLECULAR_COMPLEX_BINDING",42,2.49679673862464e-43,3.62867792680114e-41,1,1,"Up",38.6017787252296
"GO_PROTEIN_PHOSPHORYLATION",43,6.22801229301447e-43,8.84088070617683e-41,1,1,"Up",38.232613705561
"GO_HYDROLASE_ACTIVITY_ACTING_ON_ACID_ANHYDRIDES",44,1.80932823228191e-42,2.51003171132926e-40,1,1,"Up",37.8000324190591
"GO_PROTEIN_LOCALIZATION_TO_ORGANELLE",45,3.9819461034341e-41,5.40128867008039e-39,1,1,"Up",36.5278060982354
"GO_NUCLEOPLASM_PART",46,5.9808707840789e-41,7.93635549261252e-39,1,1,"Up",36.3682800623496
"GO_ENVELOPE",47,1.86524816258846e-40,2.42244144349787e-38,1,1,"Up",35.9056799732993
"GO_PROTEIN_CATABOLIC_PROCESS",48,2.61470341453753e-40,3.2762050164038e-38,1,1,"Up",35.7805229959614
"GO_POSITIVE_REGULATION_OF_GENE_EXPRESSION",49,2.62998109114984e-40,3.2762050164038e-38,1,1,"Up",35.7805229959614
"GO_REGULATION_OF_PROTEIN_MODIFICATION_PROCESS",50,6.85494830564527e-40,8.36852089153175e-38,1,1,"Up",35.3917607978379
"GO_PROTEIN_UBIQUITINATION",51,8.47741363106952e-40,1.01463005498134e-37,1,1,"Up",35.3119050408645
"GO_CYTOSKELETON",52,1.22511640720587e-39,1.43809818261243e-37,1,1,"Up",35.1673107649931
"GO_REGULATION_OF_CELLULAR_RESPONSE_TO_STRESS",53,1.5583801116628e-39,1.79478343426221e-37,1,1,"Up",35.0754617114787
"GO_GOLGI_MEMBRANE",54,2.30922726448678e-39,2.61028207822728e-37,1,1,"Up",34.9201817828462
"GO_REGULATION_OF_INTRACELLULAR_SIGNAL_TRANSDUCTION",55,1.05955338154646e-38,1.1759116074472e-36,1,1,"Up",34.2962121227921
"GO_ORGANONITROGEN_COMPOUND_METABOLIC_PROCESS",56,3.04077239299376e-38,3.3144419083632e-36,1,1,"Up",33.8666356697183
"GO_POSITIVE_REGULATION_OF_BIOSYNTHETIC_PROCESS",57,3.85944329415743e-38,4.13298980132228e-36,1,1,"Up",33.7751394069047
"GO_POSITIVE_REGULATION_OF_CATALYTIC_ACTIVITY",58,4.16726862821161e-38,4.38569098389719e-36,1,1,"Up",33.750537422271
"GO_NEGATIVE_REGULATION_OF_GENE_EXPRESSION",59,5.63207226310725e-38,5.82680832101808e-36,1,1,"Up",33.6327543308999
"GO_KINASE_ACTIVITY",60,1.56218181939228e-37,1.58925963759508e-35,1,1,"Up",33.2168006817954
"GO_REGULATION_OF_TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER",61,2.77474490579429e-37,2.77656441065055e-35,1,1,"Up",32.9855036808777
"GO_RIBONUCLEOPROTEIN_COMPLEX_BIOGENESIS",62,2.04464028054131e-36,2.01298133426196e-34,1,1,"Up",32.1642836337173
"GO_MICROTUBULE_ORGANIZING_CENTER",63,4.10468811422253e-36,3.97698670622449e-34,1,1,"Up",31.882012850043
"GO_MITOCHONDRIAL_PART",64,9.02385021310516e-36,8.60649714074905e-34,1,1,"Up",31.5619825280687
"GO_CHROMOSOME",65,2.93101230767252e-35,2.7524460193897e-33,1,1,"Up",31.0800432909408
"GO_GOLGI_APPARATUS_PART",66,4.97178218432542e-35,4.59814522017006e-33,1,1,"Up",30.8673111350432
"GO_INTERSPECIES_INTERACTION_BETWEEN_ORGANISMS",67,5.40399808683194e-35,4.85088298853267e-33,1,1,"Up",30.8451294580389
"GO_SYMBIOSIS_ENCOMPASSING_MUTUALISM_THROUGH_PARASITISM",68,5.40399808683194e-35,4.85088298853267e-33,1,1,"Up",30.8451294580389
"GO_NEGATIVE_REGULATION_OF_NITROGEN_COMPOUND_METABOLIC_PROCESS",69,1.05253026689276e-34,9.31107934654114e-33,1,1,"Up",30.574823970259
"GO_CHROMOSOME_ORGANIZATION",70,3.33359529786453e-34,2.90689509973787e-32,1,1,"Up",30.1028721170388
"GO_VESICLE_MEDIATED_TRANSPORT",71,3.85760571522612e-34,3.31645426559721e-32,1,1,"Up",30.0482298896048
"GO_VACUOLE",72,4.4775189989791e-34,3.79594110691228e-32,1,1,"Up",29.9922505443406
"GO_SINGLE_ORGANISM_BIOSYNTHETIC_PROCESS",73,7.84802022014535e-34,6.56223498955715e-32,1,1,"Up",29.765325889877
"GO_ENDOMEMBRANE_SYSTEM_ORGANIZATION",74,3.78727176549219e-33,3.12398741304923e-31,1,1,"Up",29.1184756913827
"GO_VACUOLAR_PART",75,5.96265929329908e-33,4.85280964350634e-31,1,1,"Up",28.9358877596678
"GO_NEGATIVE_REGULATION_OF_CELLULAR_COMPONENT_ORGANIZATION",76,7.24861569038352e-33,5.82178291764487e-31,1,1,"Up",28.8604193162709
"GO_REGULATION_OF_TRANSFERASE_ACTIVITY",77,1.77499987403635e-32,1.40709080923609e-30,1,1,"Up",28.4945770344505
"GO_PROTEIN_COMPLEX_BIOGENESIS",78,2.19966592328483e-32,1.69958997414311e-30,1,1,"Up",28.416283841638
"GO_PROTEIN_COMPLEX_ASSEMBLY",79,2.19966592328483e-32,1.69958997414311e-30,1,1,"Up",28.416283841638
"GO_POSITIVE_REGULATION_OF_CELLULAR_COMPONENT_ORGANIZATION",80,4.61515917337364e-32,3.47789278941638e-30,1,1,"Up",28.119449054262
"GO_ORGANONITROGEN_COMPOUND_BIOSYNTHETIC_PROCESS",81,4.57288345191567e-32,3.47789278941638e-30,1,1,"Up",28.119449054262
"GO_NCRNA_METABOLIC_PROCESS",82,9.60103197680916e-32,7.14691453493209e-30,1,1,"Up",27.8208671092544
"GO_PROTEIN_TARGETING",83,1.18967957233664e-31,8.74916157776246e-30,1,1,"Up",27.737012952272
"GO_PROTEASOMAL_PROTEIN_CATABOLIC_PROCESS",84,1.29624509339194e-31,9.41938101198145e-30,1,1,"Up",27.7064143342022
"GO_CELL_DIVISION",85,1.93316268146969e-31,1.38823823619894e-29,1,1,"Up",27.5456302992418
"GO_REGULATION_OF_CELLULAR_COMPONENT_BIOGENESIS",86,5.8694409107735e-31,4.16593806039087e-29,1,1,"Up",27.0900779199103
"GO_NEGATIVE_REGULATION_OF_PROTEIN_MODIFICATION_PROCESS",87,6.9376382861808e-31,4.8675108159595e-29,1,1,"Up",27.0255567303934
"GO_MRNA_PROCESSING",88,9.06407842333289e-31,6.28717439727545e-29,1,1,"Up",26.9194611251305
"GO_NEGATIVE_REGULATION_OF_PROTEIN_METABOLIC_PROCESS",89,9.85010113773988e-31,6.68055748275158e-29,1,1,"Up",26.8943021638164
"GO_PROTEIN_SERINE_THREONINE_KINASE_ACTIVITY",90,9.80372993738592e-31,6.68055748275158e-29,1,1,"Up",26.8943021638164
"GO_REGULATION_OF_MITOTIC_CELL_CYCLE",91,1.77441554153176e-30,1.19022334785822e-28,1,1,"Up",26.6548888542235
"GO_MITOCHONDRION_ORGANIZATION",92,2.59935746566733e-30,1.72461717069928e-28,1,1,"Up",26.5011468292044
"GO_MITOTIC_NUCLEAR_DIVISION",93,3.59067561009748e-30,2.35671870150914e-28,1,1,"Up",26.3716970445351
"GO_PEPTIDYL_AMINO_ACID_MODIFICATION",94,6.86670425453354e-30,4.45897476273114e-28,1,1,"Up",26.1073592960065
"GO_REGULATION_OF_RESPONSE_TO_STRESS",95,7.17309263303415e-30,4.60890078232005e-28,1,1,"Up",26.0936498844652
"GO_POSITIVE_REGULATION_OF_PROTEIN_METABOLIC_PROCESS",96,7.38589752599142e-30,4.69619984360954e-28,1,1,"Up",26.0858711487287
"GO_VACUOLAR_MEMBRANE",97,7.4882910780441e-30,4.71221945777125e-28,1,1,"Up",26.0844594449328
"GO_TRANSCRIPTION_FACTOR_BINDING",98,1.05773997959907e-29,6.58820901578852e-28,1,1,"Up",25.9455341295262
"GO_GOLGI_VESICLE_TRANSPORT",99,1.36667304063323e-29,8.42643660608609e-28,1,1,"Up",25.8435163064083
"GO_ENDOPLASMIC_RETICULUM",100,1.43644158699099e-29,8.76803944699303e-28,1,1,"Up",25.8270423675201
"GO_NUCLEAR_TRANSPORT",101,1.9617270300683e-29,1.18558235559771e-27,1,1,"Up",25.7019699153425
"GO_CENTROSOME",102,2.39269566302182e-29,1.43186414971424e-27,1,1,"Up",25.6237263069035
"GO_CARBOHYDRATE_DERIVATIVE_METABOLIC_PROCESS",103,3.49472550063214e-29,2.07104897629695e-27,1,1,"Up",25.4707247048044
"GO_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_ORGANELLE",104,4.17609706743126e-29,2.45104774034619e-27,1,1,"Up",25.4008893277848
"GO_KINASE_BINDING",105,5.67705014712506e-29,3.3002584855287e-27,1,1,"Up",25.2775665888822
"GO_PROTEIN_COMPLEX_BINDING",106,8.58511376444269e-29,4.94372966209039e-27,1,1,"Up",25.1100386243789
"GO_ORGANOPHOSPHATE_METABOLIC_PROCESS",107,8.98826421714723e-29,5.08197596243347e-27,1,1,"Up",25.0986052645313
"GO_NEGATIVE_REGULATION_OF_CELL_COMMUNICATION",108,8.99170058884034e-29,5.08197596243347e-27,1,1,"Up",25.0986052645313
"GO_NEGATIVE_REGULATION_OF_RESPONSE_TO_STIMULUS",109,1.0240717783654e-28,5.73480195884622e-27,1,1,"Up",25.0485055280393
"GO_NCRNA_PROCESSING",110,1.08892862599732e-28,6.04256393917056e-27,1,1,"Up",25.0268348021424
"GO_REGULATION_OF_CELL_DEATH",111,1.31651204914139e-28,7.23963022338653e-27,1,1,"Up",24.9519081754467
"GO_NEUROGENESIS",112,3.20548956868617e-28,1.74699181493396e-26,1,1,"Up",24.5867260840752
"GO_DNA_REPAIR",113,3.41142342220669e-28,1.84277243974776e-26,1,1,"Up",24.5645990806422
"GO_PROTEIN_KINASE_ACTIVITY",114,4.25708402275564e-28,2.27940709428951e-26,1,1,"Up",24.4764472676899
"GO_CYTOSKELETAL_PART",115,5.35037658725627e-28,2.83988684248802e-26,1,1,"Up",24.3853087487515
"GO_CYTOSKELETAL_PROTEIN_BINDING",116,7.63734533782231e-28,4.01882378810926e-26,1,1,"Up",24.2413663139806
"GO_RNA_SPLICING",117,8.93605251229153e-28,4.66202260983141e-26,1,1,"Up",24.1798220490945
"GO_CELL_SUBSTRATE_JUNCTION",118,1.17018986652231e-27,6.05325334343407e-26,1,1,"Up",24.0715635614918
"GO_UBIQUITIN_LIKE_PROTEIN_TRANSFERASE_ACTIVITY",119,1.22321709334455e-27,6.27438414939086e-26,1,1,"Up",24.0566896992182
"GO_TRANSCRIPTION_FACTOR_ACTIVITY_PROTEIN_BINDING",120,1.29277406905238e-27,6.57591076457979e-26,1,1,"Up",24.0372316159561
"GO_REGULATION_OF_CELL_CYCLE_PROCESS",121,2.27760172889201e-27,1.14896536802949e-25,1,1,"Up",23.8058982200621
"GO_SMALL_MOLECULE_METABOLIC_PROCESS",122,2.83589552042746e-27,1.41887756202371e-25,1,1,"Up",23.7184262340327
"GO_PROTEIN_LOCALIZATION_TO_MEMBRANE",123,3.15845429605827e-27,1.56741504253168e-25,1,1,"Up",23.6771528566274
"GO_PROTEIN_DOMAIN_SPECIFIC_BINDING",124,3.62382446873318e-27,1.78385681912479e-25,1,1,"Up",23.6235307162722
"GO_ORGANELLE_FISSION",125,9.76001572343681e-27,4.76601087806866e-25,1,1,"Up",23.216138405086
"GO_CELL_CYCLE_PHASE_TRANSITION",126,1.08303380665981e-26,5.24669710781864e-25,1,1,"Up",23.1763045917845
"GO_IDENTICAL_PROTEIN_BINDING",127,1.23926367983227e-26,5.95627204857965e-25,1,1,"Up",23.123720464307
"GO_REGULATION_OF_CELLULAR_PROTEIN_LOCALIZATION",128,2.66528577148074e-26,1.27100815227488e-24,1,1,"Up",22.8095113755954
"GO_NEGATIVE_REGULATION_OF_ORGANELLE_ORGANIZATION",129,5.50055557035103e-26,2.60274350398625e-24,1,1,"Up",22.5123797215446
"GO_NEGATIVE_REGULATION_OF_TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER",130,6.05376418601037e-26,2.84247512241594e-24,1,1,"Up",22.4758540168069
"GO_CELLULAR_AMIDE_METABOLIC_PROCESS",131,8.6399255177463e-26,4.02580956949034e-24,1,1,"Up",22.3315692589367
"GO_AMIDE_BIOSYNTHETIC_PROCESS",132,1.48826142907422e-25,6.88208163868869e-24,1,1,"Up",22.1092891217754
"GO_GTPASE_BINDING",133,1.85112635628425e-25,8.49569569831507e-24,1,1,"Up",22.0219687682627
"GO_NUCLEAR_OUTER_MEMBRANE_ENDOPLASMIC_RETICULUM_MEMBRANE_NETWORK",134,3.11249285316457e-25,1.41781017729228e-23,1,1,"Up",21.8096611258403
"GO_NEGATIVE_REGULATION_OF_CELL_CYCLE",135,3.83696384813204e-25,1.73487609844429e-23,1,1,"Up",21.725995465487
"GO_NUCLEAR_BODY",136,4.342262415768e-25,1.94890954307705e-23,1,1,"Up",21.6777691062853
"GO_REGULATION_OF_PROTEIN_CATABOLIC_PROCESS",137,4.79198945908301e-25,2.1350586611856e-23,1,1,"Up",21.6399520746072
"GO_ANCHORING_JUNCTION",138,5.15073371885548e-25,2.27826656665898e-23,1,1,"Up",21.6130391228375
"GO_CYTOSKELETON_ORGANIZATION",139,5.32353015057416e-25,2.33775741288523e-23,1,1,"Up",21.6023531537767
"GO_REGULATION_OF_INTRACELLULAR_TRANSPORT",140,7.21589412345575e-25,3.14612983782671e-23,1,1,"Up",21.4792394466614
"GO_POSITIVE_REGULATION_OF_CELL_COMMUNICATION",141,1.31319494425965e-24,5.68492336153254e-23,1,1,"Up",21.2339727037162
"GO_POSITIVE_REGULATION_OF_CATABOLIC_PROCESS",142,1.37602474567507e-24,5.91496834338073e-23,1,1,"Up",21.2175280948043
"GO_POSTTRANSCRIPTIONAL_REGULATION_OF_GENE_EXPRESSION",143,1.48072483889327e-24,6.3205205710521e-23,1,1,"Up",21.1900369796375
"GO_RIBOSOME_BIOGENESIS",144,1.53339206744795e-24,6.49987859701549e-23,1,1,"Up",21.1784370493489
"GO_MOLECULAR_FUNCTION_REGULATOR",145,1.71880965648298e-24,7.23559596080834e-23,1,1,"Up",21.1339850843252
"GO_UBIQUITIN_LIGASE_COMPLEX",146,4.57033992785054e-24,1.91077773421916e-22,1,1,"Up",20.731421947888
"GO_PROTEIN_POLYUBIQUITINATION",147,5.72589497998818e-24,2.37760972502367e-22,1,1,"Up",20.6408072257135
"GO_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_MEMBRANE",148,6.43478745193556e-24,2.65391504098748e-22,1,1,"Up",20.5952314015377
"GO_MICROTUBULE_BASED_PROCESS",149,7.22314337399158e-24,2.95906490972112e-22,1,1,"Up",20.5501127738859
"GO_CELLULAR_COMPONENT_DISASSEMBLY",150,8.51530983351388e-24,3.46516341491791e-22,1,1,"Up",20.4846608024982
"GO_ENDOPLASMIC_RETICULUM_PART",151,1.04512113298853e-23,4.22478105679601e-22,1,1,"Up",20.4024936603447
"GO_ORGANELLE_ASSEMBLY",152,1.9577039745188e-23,7.86172701346234e-22,1,1,"Up",20.1450414887769
"GO_RNA_SPLICING_VIA_TRANSESTERIFICATION_REACTIONS",153,2.43022151508324e-23,9.69547197912946e-22,1,1,"Up",20.0581298039133
"GO_PERINUCLEAR_REGION_OF_CYTOPLASM",154,2.45514781466863e-23,9.73131315632294e-22,1,1,"Up",20.0566001626284
"GO_RRNA_METABOLIC_PROCESS",155,3.31647759545787e-23,1.30605027372096e-21,1,1,"Up",19.9346211658318
"GO_REGULATION_OF_PROTEIN_MODIFICATION_BY_SMALL_PROTEIN_CONJUGATION_OR_REMOVAL",156,3.40052270964546e-23,1.33056350126127e-21,1,1,"Up",19.9269125878753
"GO_ATPASE_ACTIVITY",157,3.71997585829879e-23,1.44628870312458e-21,1,1,"Up",19.8923397862595
"GO_ENDOSOME",158,6.31905989327286e-23,2.44123680940111e-21,1,1,"Up",19.6753207567762
"GO_CARBOHYDRATE_METABOLIC_PROCESS",159,7.10864124190935e-23,2.72900290192545e-21,1,1,"Up",19.6291267348485
"GO_MITOCHONDRIAL_ENVELOPE",160,8.85743302544301e-23,3.37911069920651e-21,1,1,"Up",19.5405470645803
"GO_REGULATION_OF_CYTOPLASMIC_TRANSPORT",161,1.03313806524386e-22,3.91694083866368e-21,1,1,"Up",19.4793185787741
"GO_CELL_PROJECTION",162,1.15411722953972e-22,4.34859973401881e-21,1,1,"Up",19.4359802162484
"GO_CELL_PROJECTION_ORGANIZATION",163,1.31701081276115e-22,4.93192270005772e-21,1,1,"Up",19.3837986237882
"GO_PEPTIDE_METABOLIC_PROCESS",164,1.77385369882287e-22,6.60219693756999e-21,1,1,"Up",19.2628851137887
"GO_CELL_JUNCTION",165,1.84462491660219e-22,6.8239942369332e-21,1,1,"Up",19.2491873171723
"GO_REGULATION_OF_CELLULAR_PROTEIN_CATABOLIC_PROCESS",166,3.41431343398899e-22,1.25548007235354e-20,1,1,"Up",18.9964530286872
"GO_CELLULAR_RESPONSE_TO_ORGANIC_SUBSTANCE",167,3.9056025204359e-22,1.42753280148148e-20,1,1,"Up",18.9432124270368
"GO_SMALL_GTPASE_MEDIATED_SIGNAL_TRANSDUCTION",168,5.32936521267986e-22,1.93633602727368e-20,1,1,"Up",18.8168366502821
"GO_REGULATION_OF_CELL_PROJECTION_ORGANIZATION",169,5.5960459241735e-22,2.02119907225769e-20,1,1,"Up",18.7990551586552
"GO_REGULATION_OF_KINASE_ACTIVITY",170,7.15995733144127e-22,2.57084585594809e-20,1,1,"Up",18.6993374309847
"GO_ZINC_ION_BINDING",171,7.25153666845934e-22,2.5885017441097e-20,1,1,"Up",18.6965001375624
"GO_PROTEOLYSIS",172,7.32171148781151e-22,2.59835621637218e-20,1,1,"Up",18.6949249317198
"GO_POSITIVE_REGULATION_OF_TRANSFERASE_ACTIVITY",173,8.75294276506949e-22,3.08832153976787e-20,1,1,"Up",18.623311803171
"GO_REGULATION_OF_CYTOSKELETON_ORGANIZATION",174,9.91357026718674e-22,3.47772602936252e-20,1,1,"Up",18.5740835250379
"GO_REGULATION_OF_AUTOPHAGY",175,1.24355386996018e-21,4.33751589842112e-20,1,1,"Up",18.4824996434388
"GO_ENDOSOMAL_PART",176,1.63004493356963e-21,5.65329220142556e-20,1,1,"Up",18.3726701012672
"GO_TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER",177,1.85765590727182e-21,6.40628907230914e-20,1,1,"Up",18.3208337921439
"GO_CELL_DEATH",178,2.37676096529585e-21,8.15042074840778e-20,1,1,"Up",18.2210143586062
"GO_CHROMATIN_MODIFICATION",179,3.38311717626816e-21,1.1536618572034e-19,1,1,"Up",18.0769759196614
"GO_MITOCHONDRIAL_MATRIX",180,3.55040029246498e-21,1.20398018806701e-19,1,1,"Up",18.0592780053348
"GO_POSITIVE_REGULATION_OF_ORGANELLE_ORGANIZATION",181,4.47379807826125e-21,1.50873278838158e-19,1,1,"Up",17.965739921384
"GO_RIBONUCLEOPROTEIN_COMPLEX_SUBUNIT_ORGANIZATION",182,4.86850172047853e-21,1.63282057702203e-19,1,1,"Up",17.9329743015471
"GO_POSITIVE_REGULATION_OF_TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER",183,5.37181911333169e-21,1.79178053922277e-19,1,1,"Up",17.8944621549536
"GO_REGULATION_OF_ANATOMICAL_STRUCTURE_MORPHOGENESIS",184,7.15463834137991e-21,2.37347350194473e-19,1,1,"Up",17.7779134075252
"GO_REGULATION_OF_CELL_CYCLE_PHASE_TRANSITION",185,8.20039550325063e-21,2.70568725145091e-19,1,1,"Up",17.723606647929
"GO_REGULATION_OF_PROTEIN_LOCALIZATION",186,1.13580329352115e-20,3.72738887293178e-19,1,1,"Up",17.5908044602819
"GO_CARBOHYDRATE_DERIVATIVE_BIOSYNTHETIC_PROCESS",187,1.76583824363794e-20,5.76399820276255e-19,1,1,"Up",17.4100920520006
"GO_CELLULAR_MACROMOLECULAR_COMPLEX_ASSEMBLY",188,2.19771149943256e-20,7.13554840028529e-19,1,1,"Up",17.3216029697147
"GO_NUCLEAR_CHROMOSOME",189,2.56776635056508e-20,8.29293428775093e-19,1,1,"Up",17.2592898654301
"GO_REGULATION_OF_MULTICELLULAR_ORGANISMAL_DEVELOPMENT",190,3.78719745857231e-20,1.21668701511186e-18,1,1,"Up",17.1003872150236
"GO_POSITIVE_REGULATION_OF_PROTEIN_MODIFICATION_PROCESS",191,6.28145253053627e-20,2.00743383488971e-18,1,1,"Up",16.892811004881
"GO_NEGATIVE_REGULATION_OF_MOLECULAR_FUNCTION",192,7.23936372680015e-20,2.30151438481188e-18,1,1,"Up",16.8361377094514
"GO_NEGATIVE_REGULATION_OF_INTRACELLULAR_SIGNAL_TRANSDUCTION",193,8.6906139736825e-20,2.74857552825689e-18,1,1,"Up",16.7625485325467
"GO_RESPONSE_TO_ENDOGENOUS_STIMULUS",194,8.8618094235562e-20,2.78827240831892e-18,1,1,"Up",16.7566041192683
"GO_VACUOLAR_TRANSPORT",195,9.17283330255581e-20,2.87133202455388e-18,1,1,"Up",16.7444354580621
"GO_POSITIVE_REGULATION_OF_RESPONSE_TO_STIMULUS",196,1.05514838462437e-19,3.28603354068733e-18,1,1,"Up",16.6885104030496
"GO_CHROMOSOME_SEGREGATION",197,1.12992960031929e-19,3.50106105601471e-18,1,1,"Up",16.6622341594948
"GO_REGULATION_OF_PHOSPHORUS_METABOLIC_PROCESS",198,1.20292721337709e-19,3.70841803558271e-18,1,1,"Up",16.6383811959526
"GO_ENZYME_REGULATOR_ACTIVITY",199,1.39956237059207e-19,4.29292900004725e-18,1,1,"Up",16.5777059333218
"GO_DNA_REPLICATION",200,2.04563904537065e-19,6.24329036647124e-18,1,1,"Up",16.422440858484
"GO_REGULATION_OF_PROTEIN_SERINE_THREONINE_KINASE_ACTIVITY",201,2.36226052261761e-19,7.17375036321289e-18,1,1,"Up",16.3648509463195
"GO_NEGATIVE_REGULATION_OF_TRANSFERASE_ACTIVITY",202,2.40634434837865e-19,7.27144846658579e-18,1,1,"Up",16.3592433465904
"GO_NUCLEOTIDE_EXCISION_REPAIR",203,2.42881330567585e-19,7.30319035361842e-18,1,1,"Up",16.3574376557193
