"","Rank","p.value","p.adj","avg.logfc","avg.logfc.dir","direction","significance"
"GO_POSITIVE_REGULATION_OF_MOLECULAR_FUNCTION",30,6.08431196676312e-11,8.52144571509673e-09,1,1,"Up",50.8198229183747
"GO_REGULATION_OF_ORGANELLE_ORGANIZATION",31,6.2171056052718e-11,8.52144571509673e-09,1,1,"Up",50.8198229183747
"GO_MITOTIC_CELL_CYCLE",32,7.34963631054337e-11,9.75893896359337e-09,1,1,"Up",50.4489511491404
"GO_CATALYTIC_COMPLEX",33,2.21323593883123e-10,2.84970894063451e-08,1,1,"Up",47.5179792233613
"GO_CYTOSKELETAL_PART",34,2.47072721146856e-10,3.08768232986174e-08,1,1,"Up",47.2986143993169
"GO_PHOSPHORYLATION",35,3.01463815987422e-10,3.65977072608731e-08,1,1,"Up",46.833704569941
"GO_ENVELOPE",36,4.90217557572447e-10,5.78592889479258e-08,1,1,"Up",45.5809558460052
"GO_NUCLEOPLASM_PART",37,7.08890852143166e-10,8.14074927231435e-08,1,1,"Up",44.6470504806954
"GO_MEMBRANE_ORGANIZATION",38,8.78242311305769e-10,9.82013573878477e-08,1,1,"Up",44.1340769965339
"GO_PROTEIN_TARGETING",39,9.4871633872272e-10,1.03361428800842e-07,1,1,"Up",43.9940080685448
"GO_CELL_SUBSTRATE_JUNCTION",40,1.18238896203014e-09,1.25599267491652e-07,1,1,"Up",43.4610360542082
"GO_ORGANONITROGEN_COMPOUND_BIOSYNTHETIC_PROCESS",41,1.34741130129925e-09,1.39637819980988e-07,1,1,"Up",43.1712378690734
"GO_NEGATIVE_REGULATION_OF_CELLULAR_COMPONENT_ORGANIZATION",42,1.55178689669219e-09,1.5698910771536e-07,1,1,"Up",42.8508922717844
"GO_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_ORGANELLE",43,1.71872970477756e-09,1.69834477106973e-07,1,1,"Up",42.6357832966197
"GO_MICROTUBULE_BASED_PROCESS",44,2.28319550504942e-09,2.20484038658068e-07,1,1,"Up",41.9219221752791
"GO_RNA_PROCESSING",45,3.15750608762023e-09,2.98138741473297e-07,1,1,"Up",41.0966536317566
"GO_GOLGI_APPARATUS",46,3.8793087200019e-09,3.50706015984852e-07,1,1,"Up",40.6525041992895
"GO_PROTEIN_KINASE_ACTIVITY",47,3.82639199469904e-09,3.50706015984852e-07,1,1,"Up",40.6525041992895
"GO_VESICLE_MEDIATED_TRANSPORT",48,5.28477053481221e-09,4.67812291717022e-07,1,1,"Up",39.864473435284
"GO_REGULATION_OF_CELLULAR_RESPONSE_TO_STRESS",49,5.51798184951281e-09,4.78487854664896e-07,1,1,"Up",39.80275969808
"GO_TRANSFERASE_COMPLEX",50,6.30978173234467e-09,5.3620525161465e-07,1,1,"Up",39.4912707679115
"GO_POSITIVE_REGULATION_OF_CELLULAR_COMPONENT_ORGANIZATION",51,6.62204196764083e-09,5.51706986676586e-07,1,1,"Up",39.4133205405681
"GO_DNA_METABOLIC_PROCESS",52,7.14849289557135e-09,5.84114352178513e-07,1,1,"Up",39.2572024831148
"GO_GTPASE_BINDING",53,7.38435356562166e-09,5.92002232081631e-07,1,1,"Up",39.2205149956154
"GO_MITOCHONDRION",54,8.50554829957026e-09,6.69260643053223e-07,1,1,"Up",38.8850202159894
"GO_REGULATION_OF_PROTEIN_LOCALIZATION",55,9.67549414239154e-09,7.47475902018575e-07,1,1,"Up",38.5827149233112
"GO_CENTROSOME",56,1.09770248297534e-08,8.32881758957536e-07,1,1,"Up",38.2868066275927
"GO_CHROMOSOMAL_REGION",57,1.23891386576504e-08,9.23534213269412e-07,1,1,"Up",38.004227678942
"GO_ANCHORING_JUNCTION",58,1.28743441487742e-08,9.43156694623129e-07,1,1,"Up",37.9467235467918
"GO_RIBONUCLEOPROTEIN_COMPLEX",59,1.3304693534706e-08,9.58163437779085e-07,1,1,"Up",37.9035476104675
"GO_CHROMATIN_MODIFICATION",60,1.72478700766491e-08,1.22143666592804e-06,1,1,"Up",37.2395644931228
"GO_POSITIVE_REGULATION_OF_CATALYTIC_ACTIVITY",61,1.76346933851743e-08,1.22835757694435e-06,1,1,"Up",37.2241106551537
"GO_NCRNA_PROCESSING",62,1.86143974938178e-08,1.2756866927618e-06,1,1,"Up",37.1207061031975
"GO_CELL_PROJECTION_ORGANIZATION",63,2.06969879266062e-08,1.39589685238333e-06,1,1,"Up",36.8744044599533
"GO_MICROTUBULE_ORGANIZING_CENTER",64,2.77904031812978e-08,1.84502223620835e-06,1,1,"Up",36.1114397036008
"GO_VACUOLAR_PART",65,3.05409433495728e-08,1.99643797372823e-06,1,1,"Up",35.8957143031285
"GO_PEPTIDYL_AMINO_ACID_MODIFICATION",66,3.96224061053276e-08,2.55084247790207e-06,1,1,"Up",35.225455700185
"GO_REGULATION_OF_INTRACELLULAR_SIGNAL_TRANSDUCTION",67,4.35718476190551e-08,2.76323553034873e-06,1,1,"Up",35.0067070721395
"GO_HYDROLASE_ACTIVITY_ACTING_ON_ACID_ANHYDRIDES",68,4.46392632035829e-08,2.78929749047094e-06,1,1,"Up",34.9810314687484
"GO_PERINUCLEAR_REGION_OF_CYTOPLASM",69,4.55768696428192e-08,2.80661042191795e-06,1,1,"Up",34.9641074702037
"GO_REGULATION_OF_CELLULAR_PROTEIN_LOCALIZATION",70,4.77257352714909e-08,2.8969521309795e-06,1,1,"Up",34.8774551969549
"GO_MACROMOLECULAR_COMPLEX_BINDING",71,8.40142841767362e-08,5.02784075305566e-06,1,1,"Up",33.3695143918055
"GO_CATABOLIC_PROCESS",72,9.01993186849487e-08,5.25149696944082e-06,1,1,"Up",33.2504763077095
"GO_SPINDLE",73,9.02234122779901e-08,5.25149696944082e-06,1,1,"Up",33.2504763077095
"GO_CELLULAR_AMIDE_METABOLIC_PROCESS",74,1.05090685345535e-07,6.03419354098892e-06,1,1,"Up",32.870492938203
"GO_RNA_LOCALIZATION",75,1.10819501298291e-07,6.27829414688585e-06,1,1,"Up",32.7620299661166
"GO_CELL_JUNCTION",76,1.31110188148077e-07,7.33009459791025e-06,1,1,"Up",32.3383916460926
"GO_PROTEIN_DOMAIN_SPECIFIC_BINDING",77,1.35275639905376e-07,7.46475576568757e-06,1,1,"Up",32.2886012781129
"GO_MICROTUBULE_CYTOSKELETON_ORGANIZATION",78,1.75999575158546e-07,9.58746403652133e-06,1,1,"Up",31.6041076450206
"GO_NUCLEOBASE_CONTAINING_COMPOUND_TRANSPORT",79,1.98875142588283e-07,1.06964617830078e-05,1,1,"Up",31.304734053026
"GO_AMIDE_BIOSYNTHETIC_PROCESS",80,2.58341613716191e-07,1.37211689585012e-05,1,1,"Up",30.6236234384435
"GO_VACUOLE",81,2.71540785121646e-07,1.42441579750848e-05,1,1,"Up",30.5213118450599
"GO_COVALENT_CHROMATIN_MODIFICATION",82,2.8690657624248e-07,1.48666590543207e-05,1,1,"Up",30.4043205719808
"GO_POSITIVE_REGULATION_OF_HYDROLASE_ACTIVITY",83,3.09362220598888e-07,1.51777399585571e-05,1,1,"Up",30.3476800958805
"GO_INTERSPECIES_INTERACTION_BETWEEN_ORGANISMS",84,3.09922931097353e-07,1.51777399585571e-05,1,1,"Up",30.3476800958805
"GO_SYMBIOSIS_ENCOMPASSING_MUTUALISM_THROUGH_PARASITISM",85,3.09922931097353e-07,1.51777399585571e-05,1,1,"Up",30.3476800958805
"GO_NEGATIVE_REGULATION_OF_ORGANELLE_ORGANIZATION",86,3.10770387478104e-07,1.51777399585571e-05,1,1,"Up",30.3476800958805
"GO_KINETOCHORE",87,3.02725656909684e-07,1.51777399585571e-05,1,1,"Up",30.3476800958805
"GO_NCRNA_METABOLIC_PROCESS",88,3.20309325269693e-07,1.54658445803514e-05,1,1,"Up",30.2962490921919
"GO_TUBULIN_BINDING",89,3.79788651467524e-07,1.81317076414102e-05,1,1,"Up",29.8612927486287
"GO_NEGATIVE_REGULATION_OF_NITROGEN_COMPOUND_METABOLIC_PROCESS",90,4.03801696563066e-07,1.90639267632941e-05,1,1,"Up",29.7241671500588
"GO_NEGATIVE_REGULATION_OF_GENE_EXPRESSION",91,4.27442777503326e-07,1.99582896880399e-05,1,1,"Up",29.598772369767
"GO_PROTEIN_MODIFICATION_BY_SMALL_PROTEIN_CONJUGATION_OR_REMOVAL",92,5.01576939613092e-07,2.31652219175655e-05,1,1,"Up",29.1912234656329
"GO_NITROGEN_COMPOUND_TRANSPORT",93,5.27620100312839e-07,2.35985032234658e-05,1,1,"Up",29.1405390056522
"GO_CELL_LEADING_EDGE",94,5.19856932206889e-07,2.35985032234658e-05,1,1,"Up",29.1405390056522
"GO_VACUOLAR_MEMBRANE",95,5.22612124727423e-07,2.35985032234658e-05,1,1,"Up",29.1405390056522
"GO_ACTIN_FILAMENT_BASED_PROCESS",96,5.56571496793467e-07,2.43801266997468e-05,1,1,"Up",29.0514160212291
"GO_ORGANOPHOSPHATE_BIOSYNTHETIC_PROCESS",97,5.56571496793467e-07,2.43801266997468e-05,1,1,"Up",29.0514160212291
"GO_DNA_REPLICATION",98,5.70443511711902e-07,2.47328008292232e-05,1,1,"Up",29.0121346365039
"GO_GOLGI_APPARATUS_PART",99,5.87351347797177e-07,2.52086452201031e-05,1,1,"Up",28.9600129418992
"GO_NUCLEAR_CHROMOSOME",100,7.59926778097354e-07,3.22892888013566e-05,1,1,"Up",28.28294546857
"GO_MITOTIC_SPINDLE",101,8.26236913842847e-07,3.47592143259233e-05,1,1,"Up",28.0813443762973
"GO_CELL_DEATH",102,8.36333068023147e-07,3.4839011823827e-05,1,1,"Up",28.0750725671138
"GO_NEUROGENESIS",103,8.44687714151477e-07,3.48454184216469e-05,1,1,"Up",28.0745696536615
"GO_MITOCHONDRIAL_ENVELOPE",104,8.76031702964298e-07,3.57909490951472e-05,1,1,"Up",28.001342062326
"GO_ORGANONITROGEN_COMPOUND_METABOLIC_PROCESS",105,9.5102946271255e-07,3.84849922577679e-05,1,1,"Up",27.8028475591559
"GO_ORGANELLE_LOCALIZATION",106,1.05990146596351e-06,4.24860502724428e-05,1,1,"Up",27.5323268569752
"GO_CHROMOSOME_CENTROMERIC_REGION",107,1.07243156225195e-06,4.25865580187715e-05,1,1,"Up",27.5258641936467
"GO_CARBOHYDRATE_DERIVATIVE_METABOLIC_PROCESS",108,1.1353186438303e-06,4.46663788669901e-05,1,1,"Up",27.3954485496142
"GO_TRANSCRIPTION_COACTIVATOR_ACTIVITY",109,1.22377725658389e-06,4.77048583782104e-05,1,1,"Up",27.2154463517101
"GO_PROTEIN_COMPLEX_BINDING",110,1.26145908903008e-06,4.87267242662618e-05,1,1,"Up",27.1574778057125
"GO_CARBOHYDRATE_DERIVATIVE_BIOSYNTHETIC_PROCESS",111,1.53883994017541e-06,5.89056838360841e-05,1,1,"Up",26.6386040980587
"GO_SINGLE_ORGANISM_BIOSYNTHETIC_PROCESS",112,1.57307035952275e-06,5.96783567643942e-05,1,1,"Up",26.6029608607898
"GO_GOLGI_MEMBRANE",113,1.59948061585477e-06,6.01433020952826e-05,1,1,"Up",26.5817347568819
"GO_CELL_PROJECTION",114,1.74538528721203e-06,6.50538779417887e-05,1,1,"Up",26.3670692442494
"GO_ORGANELLE_SUBCOMPARTMENT",115,1.7822683046243e-06,6.58509393595534e-05,1,1,"Up",26.3337616650792
"GO_CELLULAR_RESPONSE_TO_DNA_DAMAGE_STIMULUS",116,1.85629383609281e-06,6.7994763013434e-05,1,1,"Up",26.2461376168073
"GO_PROTEIN_PHOSPHORYLATION",117,2.09190579733823e-06,7.59701515631637e-05,1,1,"Up",25.9427892938031
"GO_NUCLEOLUS",118,2.28643867662062e-06,8.23311689572967e-05,1,1,"Up",25.7228628255533
"GO_MACROMOLECULE_CATABOLIC_PROCESS",119,2.43826849804547e-06,8.7060528136094e-05,1,1,"Up",25.5700975646839
"GO_ORGANELLE_FISSION",120,2.49264953382584e-06,8.76261539273494e-05,1,1,"Up",25.5523853662509
"GO_ATPASE_ACTIVITY",121,2.49535528952913e-06,8.76261539273494e-05,1,1,"Up",25.5523853662509
"GO_REGULATION_OF_HYDROLASE_ACTIVITY",122,2.52211901058825e-06,8.78400301310613e-05,1,1,"Up",25.5457177469703
"GO_POSITIVE_REGULATION_OF_CELLULAR_PROTEIN_LOCALIZATION",123,2.54501092923792e-06,8.79166783604221e-05,1,1,"Up",25.5433321790453
"GO_CELLULAR_LIPID_METABOLIC_PROCESS",124,2.8826300588578e-06,9.87765735490869e-05,1,1,"Up",25.2247737364272
"GO_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_MEMBRANE",125,3.01741464907495e-06,0.000101753927332694,1,1,"Up",25.1435499066377
"GO_MITOCHONDRIAL_PART",126,2.99468127780193e-06,0.000101753927332694,1,1,"Up",25.1435499066377
"GO_CELLULAR_CATABOLIC_PROCESS",127,3.18763733781467e-06,0.000106647803530508,1,1,"Up",25.0150706398748
"GO_PEPTIDE_METABOLIC_PROCESS",128,3.24253837881923e-06,0.000107637074778148,1,1,"Up",24.9898167378769
"GO_GOLGI_VESICLE_TRANSPORT",129,3.4440667711441e-06,0.00011344061791156,1,1,"Up",24.8461852606896
"GO_CELL_PART_MORPHOGENESIS",130,3.81561152100737e-06,0.000124711795021233,1,1,"Up",24.5871013730504
"GO_CONDENSED_CHROMOSOME",131,3.87691139573668e-06,0.000125748065041871,1,1,"Up",24.5644685450997
"GO_PROTEIN_LOCALIZATION_TO_MEMBRANE",132,3.941604069426e-06,0.000126877846143872,1,1,"Up",24.5400049178052
"GO_MULTI_ORGANISM_METABOLIC_PROCESS",133,4.15525170216396e-06,0.000132749357011238,1,1,"Up",24.416274843675
"GO_RNA_MODIFICATION",134,4.25629401260274e-06,0.000134962636265291,1,1,"Up",24.371049713691
"GO_CHROMATIN_ORGANIZATION",135,4.64297793762729e-06,0.000146133431533173,1,1,"Up",24.1535495211186
"GO_CELLULAR_COMPONENT_MORPHOGENESIS",136,5.03976467836941e-06,0.000157455589105821,1,1,"Up",23.9494480442556
"GO_ORGANELLE_ASSEMBLY",137,5.18526405874614e-06,0.00016081888310666,1,1,"Up",23.8916410037789
"GO_SWI_SNF_SUPERFAMILY_TYPE_COMPLEX",138,5.59087811836061e-06,0.000171320227088701,1,1,"Up",23.718631011259
"GO_DNA_DEPENDENT_ATPASE_ACTIVITY",139,5.60449789722979e-06,0.000171320227088701,1,1,"Up",23.718631011259
"GO_RIBONUCLEOPROTEIN_COMPLEX_BIOGENESIS",140,5.98583645425294e-06,0.000181670136386577,1,1,"Up",23.5581957822632
"GO_MITOTIC_NUCLEAR_DIVISION",141,6.75909280347248e-06,0.00020368358384365,1,1,"Up",23.2453695751686
"GO_CHROMATIN",142,6.81661330677726e-06,0.000203970351693638,1,1,"Up",23.241521527567
"GO_NEGATIVE_REGULATION_OF_CYTOSKELETON_ORGANIZATION",143,6.94316111074745e-06,0.000206304136780181,1,1,"Up",23.2104048961831
"GO_REGULATION_OF_CATABOLIC_PROCESS",144,7.08675294013955e-06,0.000209108425296201,1,1,"Up",23.1734772855055
"GO_TRANSCRIPTION_FACTOR_BINDING",145,7.15384274813763e-06,0.000209632260943702,1,1,"Up",23.1666342048531
"GO_INTRACELLULAR_SIGNAL_TRANSDUCTION",146,7.32000838714024e-06,0.00021303229888328,1,1,"Up",23.1226295275539
"GO_REGULATION_OF_MICROTUBULE_BASED_PROCESS",147,7.76732046170692e-06,0.000224512548583624,1,1,"Up",22.9790706700992
"GO_ORGANOPHOSPHATE_METABOLIC_PROCESS",148,8.01906901430092e-06,0.00023022313676868,1,1,"Up",22.9103723399868
"GO_HELICASE_ACTIVITY",149,8.31316902533544e-06,0.000237064799923827,1,1,"Up",22.8302765485151
"GO_REGULATION_OF_CELL_MORPHOGENESIS",150,8.54954203935589e-06,0.000242180027501488,1,1,"Up",22.7718882845895
"GO_REGULATION_OF_RESPONSE_TO_STRESS",151,9.06692074383141e-06,0.000255134743314832,1,1,"Up",22.6293615494892
"GO_MICROTUBULE_BASED_MOVEMENT",152,1.07514649746535e-05,0.000300545886034886,1,1,"Up",22.1813302786627
"GO_TRANSLATIONAL_INITIATION",153,1.12706482505381e-05,0.000304395034101861,1,1,"Up",22.1465238824693
"GO_PEPTIDYL_LYSINE_MODIFICATION",154,1.11057598656297e-05,0.000304395034101861,1,1,"Up",22.1465238824693
"GO_RESPONSE_TO_OXYGEN_CONTAINING_COMPOUND",155,1.12770948999195e-05,0.000304395034101861,1,1,"Up",22.1465238824693
"GO_VIRAL_LIFE_CYCLE",156,1.10607536876295e-05,0.000304395034101861,1,1,"Up",22.1465238824693
"GO_REGULATION_OF_RHO_PROTEIN_SIGNAL_TRANSDUCTION",157,1.13189963257458e-05,0.000304395034101861,1,1,"Up",22.1465238824693
"GO_ATPASE_ACTIVITY_COUPLED",158,1.11057598656297e-05,0.000304395034101861,1,1,"Up",22.1465238824693
"GO_POSITIVE_REGULATION_OF_BIOSYNTHETIC_PROCESS",159,1.15804971678489e-05,0.000309468757648995,1,1,"Up",22.1013105815081
"GO_SISTER_CHROMATID_SEGREGATION",160,1.22402792809919e-05,0.000323036935807047,1,1,"Up",21.9839491844381
"GO_REGULATION_OF_CELLULAR_LOCALIZATION",161,1.22051640880593e-05,0.000323036935807047,1,1,"Up",21.9839491844381
"GO_MICROTUBULE_ORGANIZING_CENTER_ORGANIZATION",162,1.33401893625606e-05,0.000347745181604418,1,1,"Up",21.7823640442602
"GO_MICROTUBULE",163,1.32951170267799e-05,0.000347745181604418,1,1,"Up",21.7823640442602
"GO_REGULATION_OF_CYTOSKELETON_ORGANIZATION",164,1.41798278611283e-05,0.000367378588914232,1,1,"Up",21.6321449434086
"GO_ENDOMEMBRANE_SYSTEM_ORGANIZATION",165,1.46935007849424e-05,0.000378379908092244,1,1,"Up",21.5514438155879
"GO_CONDENSED_CHROMOSOME_CENTROMERIC_REGION",166,1.48846121288983e-05,0.00038099227069692,1,1,"Up",21.5326254442956
"GO_SISTER_CHROMATID_COHESION",167,1.49863926891329e-05,0.000381300494228297,1,1,"Up",21.5304136457862
"GO_ESTABLISHMENT_OF_SPINDLE_ORIENTATION",168,1.60036944376107e-05,0.000404760105151237,1,1,"Up",21.3671102140036
"GO_CELLULAR_RESPONSE_TO_OXYGEN_CONTAINING_COMPOUND",169,1.62083224041473e-05,0.000407509833699539,1,1,"Up",21.3485922752197
"GO_CELLULAR_MACROMOLECULAR_COMPLEX_ASSEMBLY",170,1.7619510833291e-05,0.000440384126650902,1,1,"Up",21.1363977466904
"GO_REGULATION_OF_TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER",171,1.8910781369145e-05,0.000469894210745596,1,1,"Up",20.9589992250288
"GO_POSITIVE_REGULATION_OF_PROTEIN_METABOLIC_PROCESS",172,1.92932383700311e-05,0.000476610289734082,1,1,"Up",20.920184014677
"GO_ENZYME_ACTIVATOR_ACTIVITY",173,1.97915824874366e-05,0.000486094994156753,1,1,"Up",20.8662893168642
"GO_REGULATION_OF_CELLULAR_COMPONENT_BIOGENESIS",174,2.03523504517488e-05,0.0004969950406292,1,1,"Up",20.8056360222253
"GO_PROTEIN_LOCALIZATION_TO_MITOCHONDRION",175,2.07755887431492e-05,0.000504431294683663,1,1,"Up",20.7650155716551
"GO_LIPID_METABOLIC_PROCESS",176,2.18652020524875e-05,0.000527870701823973,1,1,"Up",20.6407885564862
"GO_REGULATION_OF_CELL_CYCLE",177,2.22816007304383e-05,0.000534884302280408,1,1,"Up",20.6046878491306
"GO_TRNA_PROCESSING",178,2.25021676900798e-05,0.000537144441096342,1,1,"Up",20.5931551524243
"GO_REGULATION_OF_CELL_CYCLE_PROCESS",179,2.43258210976611e-05,0.000577432479575206,1,1,"Up",20.3953412216854
"GO_NEURON_DIFFERENTIATION",180,2.59748978992183e-05,0.000613151895409881,1,1,"Up",20.2311779248666
"GO_POSITIVE_REGULATION_OF_ORGANELLE_ORGANIZATION",181,2.66966830009915e-05,0.000626708320835431,1,1,"Up",20.1713655130178
"GO_NEURON_DEVELOPMENT",182,3.12848787118243e-05,0.000730381591464514,1,1,"Up",19.7526618941549
"GO_NUCLEAR_CHROMOSOME_SEGREGATION",183,3.3898930815361e-05,0.000787085011117317,1,1,"Up",19.5481616123215
"GO_POSITIVE_REGULATION_OF_GENE_EXPRESSION",184,3.62372953832077e-05,0.000832232439672513,1,1,"Up",19.3956105860603
"GO_NEGATIVE_REGULATION_OF_MRNA_METABOLIC_PROCESS",185,3.63886723381803e-05,0.000832232439672513,1,1,"Up",19.3956105860603
"GO_APOPTOTIC_MITOCHONDRIAL_CHANGES",186,3.64309799433014e-05,0.000832232439672513,1,1,"Up",19.3956105860603
"GO_I_KAPPAB_PHOSPHORYLATION",187,3.80151579117162e-05,0.000863777572015412,1,1,"Up",19.2938556293884
"GO_REGULATION_OF_CELL_DEATH",188,3.85875953769176e-05,0.000872120706151718,1,1,"Up",19.2675644637708
"GO_PROTEIN_OLIGOMERIZATION",189,3.89736025785261e-05,0.000876184324635753,1,1,"Up",19.2548500001005
"GO_POSITIVE_REGULATION_OF_CELL_DEATH",190,4.06697467391063e-05,0.000909503967865593,1,1,"Up",19.1527685937246
"GO_SMALL_MOLECULE_METABOLIC_PROCESS",191,4.1987582915368e-05,0.000934058847159154,1,1,"Up",19.079905586651
"GO_PEPTIDYL_SERINE_MODIFICATION",192,4.27921410053653e-05,0.000946998995478109,1,1,"Up",19.0422746092944
"GO_CELL_DIVISION",193,4.41367774152015e-05,0.000966686429057686,1,1,"Up",18.9859970282248
"GO_NUCLEAR_TRANSPORT",194,4.39957050799562e-05,0.000966686429057686,1,1,"Up",18.9859970282248
"GO_INTRACELLULAR_VESICLE",195,4.47072584205507e-05,0.000974159697584205,1,1,"Up",18.9649338854364
"GO_POSITIVE_REGULATION_OF_CELL_COMMUNICATION",196,4.50930306996051e-05,0.000977552486952152,1,1,"Up",18.9554247046147
"GO_REGULATION_OF_CELL_PROJECTION_ORGANIZATION",197,4.59974583631897e-05,0.000992097464899457,1,1,"Up",18.9150291611749
"GO_GLYCEROLIPID_BIOSYNTHETIC_PROCESS",198,4.91272156121226e-05,0.0010542501976561,1,1,"Up",18.7488349281279
"GO_MICROTUBULE_BINDING",199,5.1662691761117e-05,0.00110308933313058,1,1,"Up",18.6249765984941
"GO_FATTY_ACID_BETA_OXIDATION",200,5.20202049105567e-05,0.00110388841687204,1,1,"Up",18.6229960024747
"GO_CELL_CYCLE_PHASE_TRANSITION",201,5.24795152290309e-05,0.00110388841687204,1,1,"Up",18.6229960024747
"GO_MACROMOLECULE_DEACYLATION",202,5.2288477028936e-05,0.00110388841687204,1,1,"Up",18.6229960024747
"GO_CELL_PROJECTION_PART",203,5.72232995297032e-05,0.00119774285567344,1,1,"Up",18.3998128034719
"GO_PROTEIN_CATABOLIC_PROCESS",204,5.80801139505667e-05,0.0012097176675292,1,1,"Up",18.3726036738764
"GO_TRANSCRIPTION_FACTOR_ACTIVITY_PROTEIN_BINDING",205,5.97579872026252e-05,0.00123859359816563,1,1,"Up",18.3080841667979
"GO_PHOSPHOLIPID_BIOSYNTHETIC_PROCESS",206,6.07772992311691e-05,0.00124705475912345,1,1,"Up",18.2894635746334
"GO_CELLULAR_RESPONSE_TO_PROSTAGLANDIN_E_STIMULUS",207,6.10466909620327e-05,0.00124705475912345,1,1,"Up",18.2894635746334
"GO_TRANSFERASE_COMPLEX_TRANSFERRING_PHOSPHORUS_CONTAINING_GROUPS",208,6.07772992311691e-05,0.00124705475912345,1,1,"Up",18.2894635746334
"GO_PROTEIN_TARGETING_TO_MITOCHONDRION",209,6.38364390845831e-05,0.00128838268511024,1,1,"Up",18.2002911199027
"GO_LAMELLIPODIUM",210,6.34635310582541e-05,0.00128838268511024,1,1,"Up",18.2002911199027
"GO_MIDBODY",211,6.39794649466371e-05,0.00128838268511024,1,1,"Up",18.2002911199027
